Windspeed (m/s), Pitch, Voltage (V), Current (A), Power (W), RPM, R Load (Ohms), Resistance (ohm)
8.00,1150.00,6.90,0.64,4.43,1200.00,10.00,10.76
8.00,1150.00,6.66,0.66,4.42,1197.50,10.00,10.04
8.00,1150.00,6.71,0.66,4.43,1200.00,10.00,10.17
8.00,1150.00,6.67,0.67,4.44,1202.50,10.00,10.01
8.00,1150.00,6.87,0.64,4.40,1212.50,10.00,10.74
8.00,1150.00,6.73,0.65,4.39,1205.00,10.00,10.39
8.00,1150.00,6.66,0.65,4.35,1202.50,10.00,10.27
8.00,1180.00,6.63,0.64,4.33,1210.00,10.00,10.34
8.00,1180.00,6.67,0.63,4.31,1197.50,10.00,10.50
8.00,1180.00,6.83,0.63,4.30,1197.50,10.00,10.91
8.00,1180.00,6.67,0.65,4.31,1197.50,10.00,10.20
8.00,1180.00,6.90,0.63,4.36,1205.00,10.00,10.95
8.00,1180.00,6.65,0.66,4.40,1212.50,10.00,10.09
8.00,1180.00,6.92,0.64,4.40,1212.50,10.00,10.86
8.00,1180.00,6.70,0.66,4.44,1202.50,10.00,10.19
8.00,1180.00,6.61,0.67,4.42,1202.50,10.00,9.89
8.00,1180.00,6.63,0.67,4.42,1205.00,10.00,9.94
8.00,1180.00,6.61,0.67,4.45,1200.00,10.00,9.88
8.00,1180.00,6.75,0.65,4.45,1215.00,10.00,10.38
8.00,1180.00,6.84,0.64,4.36,1200.00,10.00,10.67
8.00,1180.00,6.55,0.66,4.33,1200.00,10.00,9.93
8.00,1180.00,6.56,0.66,4.31,1192.50,10.00,9.97
8.00,1180.00,6.51,0.66,4.29,1197.50,10.00,9.89
8.00,1180.00,6.57,0.66,4.31,1197.50,10.00,9.99
8.00,1180.00,6.84,0.62,4.28,1197.50,10.00,10.95
8.00,1180.00,6.63,0.64,4.31,1210.00,10.00,10.35
8.00,1200.00,6.73,0.63,4.24,1210.00,10.00,10.71
8.00,1200.00,6.54,0.64,4.17,1185.00,10.00,10.25
8.00,1200.00,6.53,0.64,4.20,1187.50,10.00,10.16
8.00,1200.00,6.56,0.62,4.10,1175.00,10.00,10.50
8.00,1200.00,6.66,0.61,4.08,1170.00,10.00,10.86
8.00,1200.00,6.70,0.62,4.10,1170.00,10.00,10.85
8.00,1200.00,6.60,0.63,4.07,1172.50,10.00,10.45
8.00,1200.00,6.64,0.61,4.04,1162.50,10.00,10.88
8.00,1200.00,6.48,0.61,4.07,1162.50,10.00,10.60
8.00,1200.00,6.53,0.62,3.97,1160.00,10.00,10.58
8.00,1200.00,6.56,0.60,3.99,1165.00,10.00,10.89
8.00,1200.00,6.32,0.63,3.89,1172.50,10.00,10.01
8.00,1200.00,6.58,0.60,3.99,1155.00,10.00,10.90
8.00,1200.00,6.34,0.62,4.07,1157.50,10.00,10.15
8.00,1200.00,6.59,0.60,3.94,1152.50,10.00,10.96
8.00,1200.00,6.29,0.63,4.06,1160.00,10.00,9.98
8.00,1200.00,6.31,0.63,4.04,1155.00,10.00,10.06
8.00,1200.00,6.63,0.61,3.99,1162.50,10.00,10.84
8.00,1200.00,6.58,0.61,3.97,1160.00,10.00,10.72
8.00,1250.00,6.52,0.60,3.93,1167.50,10.00,10.82
8.00,1250.00,6.34,0.60,3.79,1137.50,10.00,10.62
8.00,1250.00,6.18,0.57,3.52,1120.00,10.00,10.84
8.00,1250.00,6.01,0.55,3.33,1105.00,10.00,10.85
8.00,1250.00,5.86,0.55,3.21,1065.00,10.00,10.67
8.00,1250.00,5.50,0.54,2.97,1040.00,10.00,10.15
8.00,1250.00,5.49,0.54,2.94,1045.00,10.00,10.24
8.00,1250.00,5.45,0.51,2.71,1032.50,10.00,10.64
8.00,1250.00,5.43,0.52,2.71,1010.00,10.00,10.51
8.00,1250.00,5.31,0.51,2.71,987.50,10.00,10.32
8.00,1250.00,5.32,0.51,2.69,982.50,10.00,10.45
8.00,1250.00,5.25,0.50,2.68,977.50,10.00,10.43
8.00,1250.00,5.11,0.50,2.61,970.00,10.00,10.25
8.00,1250.00,5.19,0.49,2.52,965.00,10.00,10.64
8.00,1250.00,5.15,0.50,2.61,970.00,10.00,10.38
8.00,1250.00,5.15,0.50,2.61,962.50,10.00,10.33
8.00,1250.00,5.12,0.49,2.55,962.50,10.00,10.45
8.00,1250.00,5.13,0.49,2.55,967.50,10.00,10.49
8.00,1250.00,5.11,0.49,2.55,970.00,10.00,10.46
8.00,1300.00,4.86,0.47,2.30,965.00,10.00,10.42
8.00,1300.00,4.53,0.44,1.97,900.00,10.00,10.37
8.00,1300.00,4.27,0.40,1.74,847.50,10.00,10.58
8.00,1300.00,4.04,0.38,1.55,807.50,10.00,10.56
8.00,1300.00,3.84,0.37,1.42,782.50,10.00,10.42
8.00,1300.00,3.62,0.34,1.25,742.50,10.00,10.49
8.00,1300.00,3.55,0.34,1.18,725.00,10.00,10.48
8.00,1300.00,3.46,0.33,1.10,702.50,10.00,10.39
8.00,1300.00,3.29,0.32,1.04,700.00,10.00,10.41
8.00,1300.00,3.35,0.31,1.04,687.50,10.00,10.79
8.00,1300.00,3.27,0.32,1.04,672.50,10.00,10.32
8.00,1300.00,3.18,0.30,0.96,675.00,10.00,10.46
8.00,1300.00,3.27,0.31,1.00,665.00,10.00,10.73
8.00,1300.00,3.16,0.30,0.95,662.50,10.00,10.49
8.00,1300.00,3.12,0.30,0.93,662.50,10.00,10.42
8.00,1300.00,3.13,0.30,0.93,665.00,10.00,10.45
8.00,1300.00,3.14,0.30,0.96,667.50,10.00,10.55
8.00,1300.00,3.11,0.30,0.97,667.50,10.00,10.42
8.00,1300.00,3.14,0.30,0.97,665.00,10.00,10.42
8.00,1350.00,3.03,0.29,0.88,657.50,10.00,10.31
8.00,1350.00,2.74,0.27,0.77,622.50,10.00,10.31
8.00,1350.00,2.52,0.25,0.68,590.00,10.00,10.02
8.00,1350.00,2.47,0.25,0.60,572.50,10.00,9.90
8.00,1350.00,2.44,0.23,0.52,550.00,10.00,10.56
8.00,1350.00,2.18,0.22,0.52,537.50,10.00,9.79
8.00,1350.00,2.15,0.22,0.49,522.50,10.00,9.63
8.00,1350.00,2.26,0.20,0.42,515.00,10.00,11.39
8.00,1350.00,2.24,0.20,0.42,510.00,10.00,11.19
8.00,1350.00,2.14,0.20,0.41,505.00,10.00,10.43
8.00,1350.00,2.18,0.21,0.44,505.00,10.00,10.53
8.00,1350.00,2.23,0.19,0.42,505.00,10.00,11.44
8.00,1350.00,2.07,0.19,0.44,502.50,10.00,10.62
8.00,1350.00,2.15,0.21,0.42,502.50,10.00,10.19
8.00,1350.00,2.06,0.20,0.44,502.50,10.00,10.50
8.00,1350.00,2.07,0.20,0.44,502.50,10.00,10.56
8.00,1350.00,2.09,0.20,0.44,500.00,10.00,10.66
8.00,1350.00,2.10,0.19,0.42,502.50,10.00,10.93
8.00,1350.00,2.12,0.19,0.44,500.00,10.00,10.93
8.00,1400.00,1.89,0.20,0.38,500.00,10.00,9.61
8.00,1400.00,1.94,0.17,0.31,470.00,10.00,11.74
8.00,1400.00,1.79,0.15,0.27,447.50,10.00,12.12
8.00,1400.00,1.68,0.14,0.23,427.50,10.00,11.88
8.00,1400.00,1.61,0.13,0.20,415.00,10.00,12.36
8.00,1400.00,1.37,0.15,0.20,405.00,10.00,9.20
8.00,1400.00,1.49,0.13,0.19,400.00,10.00,11.31
8.00,1400.00,1.45,0.13,0.19,395.00,10.00,11.22
8.00,1400.00,1.52,0.12,0.19,392.50,10.00,12.39
8.00,1400.00,1.43,0.13,0.18,392.50,10.00,10.88
8.00,1400.00,1.48,0.12,0.18,390.00,10.00,12.08
8.00,1400.00,1.42,0.12,0.18,392.50,10.00,11.93
8.00,1400.00,1.43,0.12,0.18,390.00,10.00,11.66
8.00,1400.00,1.37,0.12,0.18,390.00,10.00,11.08
8.00,1400.00,1.34,0.13,0.18,390.00,10.00,10.14
8.00,1400.00,1.33,0.13,0.18,387.50,10.00,10.44
8.00,1400.00,1.48,0.12,0.18,387.50,10.00,12.56
8.00,1400.00,1.29,0.14,0.18,387.50,10.00,9.53
8.00,1400.00,1.31,0.14,0.18,390.00,10.00,9.62
8.00,1450.00,1.33,0.12,0.17,387.50,10.00,11.20
8.00,1450.00,1.08,0.12,0.13,367.50,10.00,8.94
8.00,1450.00,1.01,0.11,0.10,350.00,10.00,9.25
8.00,1450.00,1.09,0.08,0.09,337.50,10.00,13.03
8.00,1450.00,0.87,0.10,0.08,327.50,10.00,9.06
8.00,1450.00,1.01,0.08,0.08,317.50,10.00,13.10
8.00,1450.00,0.97,0.08,0.06,315.00,10.00,12.72
8.00,1450.00,0.91,0.08,0.08,315.00,10.00,12.18
8.00,1450.00,0.86,0.09,0.06,310.00,10.00,9.37
8.00,1450.00,0.97,0.07,0.08,312.50,10.00,13.58
8.00,1450.00,0.88,0.07,0.08,310.00,10.00,12.33
8.00,1450.00,0.79,0.08,0.08,312.50,10.00,9.62
8.00,1450.00,0.85,0.09,0.06,310.00,10.00,9.32
8.00,1450.00,0.95,0.07,0.08,312.50,10.00,13.07
8.00,1450.00,0.88,0.09,0.08,312.50,10.00,9.97
8.00,1450.00,0.96,0.07,0.06,312.50,10.00,13.66
8.00,1450.00,0.96,0.07,0.06,310.00,10.00,13.31
8.00,1450.00,0.95,0.08,0.06,310.00,10.00,12.05
8.00,1450.00,0.78,0.09,0.08,307.50,10.00,8.79
8.00,1480.00,0.90,0.08,0.06,310.00,10.00,11.63
8.00,1480.00,0.84,0.07,0.05,297.50,10.00,12.05
8.00,1480.00,0.69,0.06,0.05,287.50,10.00,10.67
8.00,1480.00,0.60,0.07,0.05,282.50,10.00,8.81
8.00,1480.00,0.72,0.05,0.04,275.00,10.00,14.10
8.00,1480.00,0.57,0.06,0.04,272.50,10.00,8.81
8.00,1480.00,0.59,0.06,0.04,270.00,10.00,9.06
8.00,1480.00,0.59,0.05,0.04,270.00,10.00,11.75
8.00,1480.00,0.64,0.06,0.04,270.00,10.00,10.18
8.00,1480.00,0.69,0.05,0.03,267.50,10.00,14.21
8.00,1480.00,0.61,0.05,0.04,267.50,10.00,12.46
8.00,1480.00,0.54,0.05,0.04,265.00,10.00,9.80
8.00,1480.00,0.53,0.06,0.04,265.00,10.00,8.81
8.00,1480.00,0.64,0.06,0.04,267.50,10.00,9.88
8.00,1480.00,0.60,0.06,0.03,270.00,10.00,9.27
8.00,1480.00,0.68,0.05,0.04,267.50,10.00,13.92
8.00,1480.00,0.51,0.06,0.03,267.50,10.00,8.54
8.00,1480.00,0.64,0.06,0.03,267.50,10.00,10.49
8.00,1480.00,0.68,0.05,0.04,267.50,10.00,12.39
8.00,1480.00,0.69,0.06,0.04,267.50,10.00,12.24
8.00,1100.00,0.81,0.05,0.04,277.50,12.00,14.80
8.00,1100.00,1.00,0.06,0.06,300.00,12.00,16.06
8.00,1100.00,1.15,0.10,0.13,340.00,12.00,11.10
8.00,1100.00,1.66,0.12,0.20,392.50,12.00,13.86
8.00,1100.00,2.14,0.16,0.32,452.50,12.00,13.70
8.00,1100.00,2.65,0.20,0.51,530.00,12.00,13.24
8.00,1100.00,3.26,0.26,0.86,625.00,12.00,12.37
8.00,1100.00,4.02,0.33,1.31,732.50,12.00,12.31
8.00,1100.00,4.52,0.37,1.65,822.50,12.00,12.34
8.00,1100.00,4.88,0.39,1.91,887.50,12.00,12.51
8.00,1100.00,5.23,0.43,2.27,962.50,12.00,12.06
8.00,1100.00,5.61,0.46,2.56,1035.00,12.00,12.34
8.00,1100.00,5.99,0.49,2.92,1052.50,12.00,12.28
8.00,1100.00,6.21,0.49,3.07,1092.50,12.00,12.68
8.00,1100.00,6.41,0.50,3.26,1130.00,12.00,12.81
8.00,1100.00,6.33,0.52,3.37,1137.50,12.00,12.23
8.00,1100.00,6.43,0.54,3.52,1157.50,12.00,12.00
8.00,1100.00,6.55,0.55,3.52,1157.50,12.00,11.96
8.00,1100.00,6.47,0.55,3.55,1177.50,12.00,11.72
8.00,1150.00,6.66,0.55,3.69,1192.50,12.00,12.23
8.00,1150.00,6.74,0.55,3.76,1192.50,12.00,12.20
8.00,1150.00,6.87,0.56,3.78,1205.00,12.00,12.27
8.00,1150.00,6.73,0.57,3.81,1205.00,12.00,11.76
8.00,1150.00,6.97,0.55,3.81,1200.00,12.00,12.68
8.00,1150.00,6.89,0.56,3.83,1197.50,12.00,12.39
8.00,1150.00,6.80,0.57,3.85,1197.50,12.00,12.00
8.00,1150.00,6.96,0.56,3.87,1212.50,12.00,12.54
8.00,1150.00,7.05,0.55,3.85,1202.50,12.00,12.87
8.00,1150.00,6.91,0.55,3.81,1210.00,12.00,12.53
8.00,1150.00,6.80,0.56,3.78,1207.50,12.00,12.17
8.00,1150.00,6.73,0.57,3.80,1217.50,12.00,11.81
8.00,1150.00,6.82,0.56,3.75,1212.50,12.00,12.25
8.00,1150.00,6.86,0.55,3.78,1210.00,12.00,12.55
8.00,1150.00,6.89,0.55,3.71,1210.00,12.00,12.62
8.00,1150.00,6.72,0.56,3.80,1210.00,12.00,12.02
8.00,1150.00,6.78,0.56,3.83,1215.00,12.00,12.03
8.00,1150.00,7.01,0.55,3.87,1210.00,12.00,12.77
8.00,1150.00,6.82,0.57,3.89,1210.00,12.00,12.05
8.00,1180.00,6.89,0.57,3.88,1212.50,12.00,12.15
8.00,1180.00,7.02,0.55,3.84,1200.00,12.00,12.83
8.00,1180.00,6.81,0.56,3.80,1195.00,12.00,12.05
8.00,1180.00,6.76,0.56,3.78,1197.50,12.00,12.04
8.00,1180.00,6.95,0.54,3.75,1195.00,12.00,12.85
8.00,1180.00,6.80,0.55,3.78,1187.50,12.00,12.44
8.00,1180.00,6.82,0.55,3.79,1190.00,12.00,12.48
8.00,1180.00,6.87,0.54,3.79,1185.00,12.00,12.64
8.00,1180.00,6.91,0.54,3.79,1185.00,12.00,12.74
8.00,1180.00,6.66,0.56,3.76,1187.50,12.00,11.89
8.00,1180.00,6.84,0.55,3.75,1190.00,12.00,12.56
8.00,1180.00,6.62,0.56,3.76,1185.00,12.00,11.74
8.00,1180.00,6.59,0.56,3.78,1180.00,12.00,11.69
8.00,1180.00,6.86,0.54,3.67,1182.50,12.00,12.79
8.00,1180.00,6.74,0.54,3.69,1185.00,12.00,12.59
8.00,1180.00,6.73,0.53,3.56,1175.00,12.00,12.73
8.00,1180.00,6.48,0.54,3.58,1172.50,12.00,11.95
8.00,1180.00,6.65,0.52,3.48,1185.00,12.00,12.70
8.00,1180.00,6.51,0.53,3.44,1172.50,12.00,12.31
8.00,1200.00,6.68,0.52,3.52,1185.00,12.00,12.82
8.00,1200.00,6.47,0.55,3.52,1177.50,12.00,11.74
8.00,1200.00,6.54,0.55,3.62,1190.00,12.00,11.94
8.00,1200.00,6.73,0.54,3.67,1187.50,12.00,12.50
8.00,1200.00,6.87,0.54,3.69,1192.50,12.00,12.84
8.00,1200.00,6.69,0.56,3.70,1202.50,12.00,11.97
8.00,1200.00,6.93,0.54,3.71,1207.50,12.00,12.84
8.00,1200.00,6.66,0.56,3.76,1210.00,12.00,11.94
8.00,1200.00,6.93,0.54,3.76,1197.50,12.00,12.84
8.00,1200.00,6.70,0.56,3.79,1200.00,12.00,11.85
8.00,1200.00,6.82,0.56,3.80,1210.00,12.00,12.15
8.00,1200.00,6.78,0.56,3.85,1205.00,12.00,12.05
8.00,1200.00,6.92,0.56,3.89,1212.50,12.00,12.30
8.00,1200.00,6.91,0.56,3.87,1212.50,12.00,12.34
8.00,1200.00,6.97,0.55,3.85,1212.50,12.00,12.62
8.00,1200.00,6.93,0.55,3.79,1210.00,12.00,12.68
8.00,1200.00,6.70,0.56,3.79,1210.00,12.00,11.85
8.00,1200.00,6.93,0.55,3.80,1205.00,12.00,12.66
8.00,1200.00,6.68,0.57,3.80,1205.00,12.00,11.75
8.00,1200.00,6.91,0.54,3.76,1210.00,12.00,12.71
8.00,1250.00,6.73,0.55,3.61,1207.50,12.00,12.35
8.00,1250.00,6.50,0.54,3.58,1182.50,12.00,11.99
8.00,1250.00,6.50,0.52,3.47,1170.00,12.00,12.38
8.00,1250.00,6.38,0.53,3.38,1155.00,12.00,11.98
8.00,1250.00,6.43,0.51,3.28,1160.00,12.00,12.62
8.00,1250.00,6.38,0.50,3.19,1140.00,12.00,12.79
8.00,1250.00,6.27,0.51,3.11,1125.00,12.00,12.30
8.00,1250.00,6.25,0.49,3.15,1117.50,12.00,12.65
8.00,1250.00,6.12,0.49,3.12,1110.00,12.00,12.49
8.00,1250.00,6.05,0.49,3.05,1095.00,12.00,12.41
8.00,1250.00,6.13,0.49,3.06,1095.00,12.00,12.61
8.00,1250.00,5.95,0.49,2.98,1090.00,12.00,12.14
8.00,1250.00,5.94,0.50,2.96,1092.50,12.00,12.01
8.00,1250.00,6.18,0.50,2.94,1110.00,12.00,12.48
8.00,1250.00,6.22,0.49,2.96,1102.50,12.00,12.69
8.00,1250.00,6.13,0.51,3.06,1102.50,12.00,12.11
8.00,1250.00,5.94,0.50,3.07,1105.00,12.00,11.77
8.00,1250.00,6.05,0.51,3.07,1097.50,12.00,11.89
8.00,1250.00,6.07,0.49,3.03,1092.50,12.00,12.48
8.00,1300.00,5.61,0.47,2.66,1077.50,12.00,11.85
8.00,1300.00,5.22,0.42,2.19,1010.00,12.00,12.46
8.00,1300.00,4.80,0.39,1.87,942.50,12.00,12.31
8.00,1300.00,4.41,0.36,1.57,867.50,12.00,12.33
8.00,1300.00,4.08,0.33,1.34,817.50,12.00,12.42
8.00,1300.00,3.90,0.32,1.23,777.50,12.00,12.33
8.00,1300.00,3.73,0.30,1.13,750.00,12.00,12.37
8.00,1300.00,3.52,0.29,1.00,725.00,12.00,12.30
8.00,1300.00,3.41,0.28,0.93,707.50,12.00,12.36
8.00,1300.00,3.34,0.27,0.91,692.50,12.00,12.41
8.00,1300.00,3.27,0.26,0.86,682.50,12.00,12.33
8.00,1300.00,3.23,0.26,0.86,675.00,12.00,12.54
8.00,1300.00,3.25,0.26,0.88,672.50,12.00,12.63
8.00,1300.00,3.31,0.26,0.87,667.50,12.00,12.68
8.00,1300.00,3.22,0.27,0.86,667.50,12.00,12.09
8.00,1300.00,3.12,0.26,0.82,662.50,12.00,12.19
8.00,1300.00,3.10,0.25,0.82,660.00,12.00,12.22
8.00,1300.00,3.11,0.26,0.87,660.00,12.00,11.85
8.00,1300.00,3.18,0.26,0.84,660.00,12.00,12.05
8.00,1350.00,2.96,0.25,0.76,650.00,12.00,11.79
8.00,1350.00,2.74,0.22,0.64,617.50,12.00,12.41
8.00,1350.00,2.60,0.22,0.54,590.00,12.00,11.70
8.00,1350.00,2.42,0.20,0.50,570.00,12.00,11.83
8.00,1350.00,2.41,0.20,0.49,552.50,12.00,11.96
8.00,1350.00,2.30,0.18,0.42,540.00,12.00,12.52
8.00,1350.00,2.34,0.18,0.42,530.00,12.00,13.06
8.00,1350.00,2.19,0.18,0.40,522.50,12.00,12.01
8.00,1350.00,2.19,0.19,0.41,520.00,12.00,11.54
8.00,1350.00,2.13,0.18,0.42,517.50,12.00,11.59
8.00,1350.00,2.14,0.19,0.40,512.50,12.00,11.49
8.00,1350.00,2.09,0.18,0.40,512.50,12.00,11.62
8.00,1350.00,2.13,0.19,0.40,512.50,12.00,11.50
8.00,1350.00,2.22,0.18,0.37,512.50,12.00,12.41
8.00,1350.00,2.12,0.18,0.40,510.00,12.00,11.92
8.00,1350.00,2.21,0.17,0.38,512.50,12.00,13.28
8.00,1350.00,2.24,0.17,0.37,510.00,12.00,12.88
8.00,1350.00,2.08,0.18,0.38,510.00,12.00,11.31
8.00,1350.00,2.13,0.18,0.38,510.00,12.00,11.77
8.00,1400.00,1.98,0.16,0.33,500.00,12.00,12.65
8.00,1400.00,1.75,0.16,0.28,470.00,12.00,11.10
8.00,1400.00,1.84,0.13,0.23,450.00,12.00,13.99
8.00,1400.00,1.50,0.14,0.20,432.50,12.00,10.99
8.00,1400.00,1.59,0.12,0.19,417.50,12.00,13.38
8.00,1400.00,1.43,0.12,0.18,407.50,12.00,11.57
8.00,1400.00,1.40,0.12,0.17,400.00,12.00,11.35
8.00,1400.00,1.53,0.11,0.17,397.50,12.00,14.21
8.00,1400.00,1.53,0.11,0.17,397.50,12.00,14.11
8.00,1400.00,1.50,0.11,0.17,397.50,12.00,13.16
8.00,1400.00,1.33,0.12,0.17,397.50,12.00,10.84
8.00,1400.00,1.54,0.11,0.17,395.00,12.00,14.49
8.00,1400.00,1.36,0.12,0.17,395.00,12.00,11.10
8.00,1400.00,1.35,0.12,0.17,395.00,12.00,11.14
8.00,1400.00,1.37,0.12,0.17,395.00,12.00,11.04
8.00,1400.00,1.37,0.12,0.17,395.00,12.00,11.04
8.00,1400.00,1.33,0.12,0.17,395.00,12.00,10.96
8.00,1400.00,1.41,0.12,0.17,395.00,12.00,11.84
8.00,1400.00,1.54,0.11,0.17,395.00,12.00,14.30
8.00,1450.00,1.44,0.09,0.14,392.50,12.00,15.12
8.00,1450.00,1.09,0.10,0.12,370.00,12.00,10.67
8.00,1450.00,1.14,0.08,0.10,350.00,12.00,13.83
8.00,1450.00,0.94,0.09,0.09,340.00,12.00,11.07
8.00,1450.00,0.96,0.08,0.08,332.50,12.00,12.64
8.00,1450.00,0.90,0.08,0.08,327.50,12.00,10.95
8.00,1450.00,1.04,0.07,0.06,320.00,12.00,14.31
8.00,1450.00,0.83,0.08,0.08,317.50,12.00,10.22
8.00,1450.00,0.93,0.08,0.06,320.00,12.00,11.38
8.00,1450.00,0.84,0.08,0.08,315.00,12.00,10.38
8.00,1450.00,0.82,0.08,0.08,315.00,12.00,10.23
8.00,1450.00,0.87,0.08,0.08,320.00,12.00,11.43
8.00,1450.00,0.96,0.08,0.06,317.50,12.00,12.17
8.00,1450.00,0.88,0.08,0.08,317.50,12.00,11.70
8.00,1450.00,1.03,0.07,0.08,320.00,12.00,15.30
8.00,1450.00,0.94,0.08,0.06,320.00,12.00,11.97
8.00,1450.00,1.00,0.07,0.08,320.00,12.00,14.74
8.00,1450.00,0.85,0.08,0.06,317.50,12.00,10.76
8.00,1450.00,0.89,0.08,0.06,317.50,12.00,10.94
8.00,1480.00,0.99,0.06,0.06,317.50,12.00,15.45
8.00,1480.00,0.76,0.07,0.05,305.00,12.00,10.43
8.00,1480.00,0.66,0.06,0.05,295.00,12.00,11.06
8.00,1480.00,0.80,0.05,0.04,287.50,12.00,14.93
8.00,1480.00,0.77,0.05,0.04,280.00,12.00,14.71
8.00,1480.00,0.68,0.05,0.03,280.00,12.00,14.73
8.00,1480.00,0.57,0.06,0.04,275.00,12.00,10.00
8.00,1480.00,0.76,0.05,0.04,277.50,12.00,16.11
8.00,1480.00,0.63,0.06,0.04,275.00,12.00,11.16
8.00,1480.00,0.67,0.05,0.03,272.50,12.00,12.20
8.00,1480.00,0.64,0.06,0.04,275.00,12.00,11.17
8.00,1480.00,0.57,0.05,0.04,272.50,12.00,10.43
8.00,1480.00,0.74,0.05,0.04,275.00,12.00,15.10
8.00,1480.00,0.65,0.06,0.04,272.50,12.00,11.30
8.00,1480.00,0.63,0.05,0.04,272.50,12.00,13.57
8.00,1480.00,0.74,0.05,0.03,272.50,12.00,15.50
8.00,1480.00,0.61,0.06,0.04,272.50,12.00,10.21
8.00,1480.00,0.59,0.06,0.04,275.00,12.00,10.42
8.00,1480.00,0.59,0.06,0.04,272.50,12.00,10.49
8.00,1100.00,0.81,0.04,0.04,277.50,15.00,21.73
8.00,1100.00,0.81,0.06,0.04,295.00,15.00,13.70
8.00,1100.00,1.13,0.07,0.08,327.50,15.00,16.16
8.00,1100.00,1.44,0.09,0.13,375.00,15.00,15.78
8.00,1100.00,1.93,0.11,0.23,435.00,15.00,17.39
8.00,1100.00,2.37,0.15,0.37,502.50,15.00,15.77
8.00,1100.00,3.09,0.19,0.59,592.50,15.00,16.60
8.00,1100.00,3.90,0.24,0.93,702.50,15.00,16.51
8.00,1100.00,4.44,0.27,1.20,815.00,15.00,16.52
8.00,1100.00,5.01,0.30,1.48,892.50,15.00,16.70
8.00,1100.00,5.36,0.32,1.78,955.00,15.00,16.55
8.00,1100.00,5.84,0.34,2.00,1035.00,15.00,17.05
8.00,1100.00,6.20,0.37,2.28,1070.00,15.00,16.88
8.00,1100.00,6.41,0.38,2.42,1110.00,15.00,16.97
8.00,1100.00,6.50,0.39,2.51,1145.00,15.00,16.84
8.00,1100.00,6.51,0.41,2.70,1162.50,15.00,15.75
8.00,1100.00,7.00,0.41,2.83,1175.00,15.00,17.28
8.00,1100.00,7.00,0.41,2.92,1190.00,15.00,16.87
8.00,1100.00,7.06,0.41,2.94,1202.50,15.00,17.06
8.00,1100.00,7.03,0.42,2.96,1207.50,15.00,16.69
8.00,1150.00,6.85,0.41,2.83,1230.00,15.00,16.51
8.00,1150.00,6.90,0.40,2.76,1207.50,15.00,17.37
8.00,1150.00,6.63,0.41,2.66,1205.00,15.00,16.18
8.00,1150.00,6.76,0.39,2.66,1202.50,15.00,17.21
8.00,1150.00,6.66,0.40,2.59,1197.50,15.00,16.79
8.00,1150.00,6.41,0.41,2.62,1187.50,15.00,15.73
8.00,1150.00,6.70,0.39,2.56,1187.50,15.00,17.36
8.00,1150.00,6.50,0.38,2.55,1177.50,15.00,16.88
8.00,1150.00,6.59,0.40,2.53,1190.00,15.00,16.58
8.00,1150.00,6.65,0.40,2.55,1177.50,15.00,16.72
8.00,1150.00,6.50,0.40,2.60,1182.50,15.00,16.10
8.00,1150.00,6.52,0.41,2.68,1185.00,15.00,15.91
8.00,1150.00,6.79,0.40,2.70,1180.00,15.00,17.02
8.00,1150.00,6.81,0.40,2.70,1180.00,15.00,17.18
8.00,1150.00,6.59,0.41,2.70,1190.00,15.00,16.07
8.00,1150.00,6.66,0.41,2.76,1180.00,15.00,16.05
8.00,1150.00,6.68,0.41,2.76,1187.50,15.00,16.09
8.00,1150.00,6.75,0.41,2.76,1185.00,15.00,16.47
8.00,1150.00,6.83,0.41,2.73,1190.00,15.00,16.86
8.00,1180.00,6.94,0.40,2.78,1192.50,15.00,17.29
8.00,1180.00,6.93,0.41,2.87,1187.50,15.00,16.86
8.00,1180.00,6.86,0.43,2.93,1200.00,15.00,16.13
8.00,1180.00,6.90,0.43,2.97,1212.50,15.00,16.10
8.00,1180.00,6.80,0.43,2.94,1222.50,15.00,15.72
8.00,1180.00,6.83,0.43,2.97,1232.50,15.00,15.80
8.00,1180.00,6.93,0.44,3.01,1230.00,15.00,15.88
8.00,1180.00,7.26,0.42,3.08,1230.00,15.00,17.14
8.00,1180.00,7.16,0.43,3.08,1235.00,15.00,16.61
8.00,1180.00,7.22,0.42,3.05,1235.00,15.00,17.18
8.00,1180.00,7.10,0.42,3.01,1235.00,15.00,16.76
8.00,1180.00,7.03,0.43,3.05,1232.50,15.00,16.20
8.00,1180.00,7.03,0.44,3.06,1242.50,15.00,16.02
8.00,1180.00,7.03,0.44,3.06,1237.50,15.00,16.11
8.00,1180.00,7.04,0.44,3.06,1232.50,15.00,16.15
8.00,1180.00,7.03,0.43,3.02,1232.50,15.00,16.39
8.00,1180.00,6.90,0.44,3.06,1235.00,15.00,15.65
8.00,1180.00,7.18,0.43,3.08,1235.00,15.00,16.76
8.00,1180.00,7.05,0.44,3.07,1240.00,15.00,16.06
8.00,1200.00,6.81,0.43,2.92,1242.50,15.00,15.88
8.00,1200.00,6.82,0.40,2.75,1205.00,15.00,16.90
8.00,1200.00,6.54,0.39,2.56,1167.50,15.00,16.66
8.00,1200.00,6.02,0.37,2.24,1137.50,15.00,16.22
8.00,1200.00,5.52,0.34,1.86,1057.50,15.00,16.48
8.00,1200.00,4.66,0.28,1.31,942.50,15.00,16.63
8.00,1200.00,3.89,0.23,0.91,782.50,15.00,16.55
